ID No.,Name_en,Region,Country,Location,Date_inscribed,Danger,Endangered Year,Date_end,Category,area_hectares,iso_code,udnp_code,short_description_en
732,Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,Europe and North America,Czechia,"Lat: 49.95, Lon: 15.26666667",1995,0,,,Cultural,62.437,cz,cze," Kutná Hora developed as a result of the exploitation of the silver mines. In the 14th century it became a royal city endowed with monuments that symbolized its prosperity. The Church of St Barbara, a jewel of the late Gothic period, and the Cathedral of Our Lady at Sedlec, which was restored in line with the Baroque taste of the early 18th century, were to influence the architecture of central Europe. These masterpieces today form part of a well-preserved medieval urban fabric with some particularly fine private dwellings. "
763,Lednice-Valtice Cultural Landscape,Europe and North America,Czechia,"Lat: 48.77583, Lon: 16.775",1996,0,,,Cultural,14320,cz,cze," Between the 17th and 20th centuries, the ruling dukes of Liechtenstein transformed their domains in southern Moravia into a striking landscape. It married Baroque architecture (mainly the work of Johann Bernhard Fischer von Erlach) and the classical and neo-Gothic style of the castles of Lednice and Valtice with countryside fashioned according to English romantic principles of landscape architecture. At 200 km<sup>2</sup> , it is one of the largest artificial landscapes in Europe. "
859,Holy Trinity Column in Olomouc,Europe and North America,Czechia,"Lat: 49.59393611, Lon: 17.25045833",2000,0,,,Cultural,0.05,cz,cze," This memorial column, erected in the early years of the 18th century, is the most outstanding example of a type of monument specific to central Europe. In the characteristic regional style known as Olomouc Baroque and rising to a height of 35 m, it is decorated with many fine religious sculptures, the work of the distinguished Moravian artist Ondrej Zahner. "
860,Gardens and Castle at Kroměříž,Europe and North America,Czechia,"Lat: 49.3, Lon: 17.37722222",1998,0,,,Cultural,74.5,cz,cze," Kroměříž stands on the site of an earlier ford across the River Morava, at the foot of the Chriby mountain range which dominates the central part of Moravia. The gardens and castle of Kroměříž are an exceptionally complete and well-preserved example of a European Baroque princely residence and its gardens. "
861,Holašovice Historic Village,Europe and North America,Czechia,"Lat: 48.95972222, Lon: 14.25277778",1998,0,,,Cultural,11.4,cz,cze," Holašovice is an exceptionally complete and well-preserved example of a traditional central European village. It has a large number of outstanding 18th- and 19th-century vernacular buildings in a style known as 'South Bohemian folk Baroque', and preserves a ground plan dating from the Middle Ages. "
901,Litomyšl Castle,Europe and North America,Czechia,"Lat: 49.87361, Lon: 16.31444",1999,0,,,Cultural,4.25,cz,cze," Litomyšl Castle was originally a Renaissance arcade-castle of the type first developed in Italy and then adopted and greatly developed in central Europe in the 16th century. Its design and decoration are particularly fine, including the later High-Baroque features added in the 18th century. It preserves intact the range of ancillary buildings associated with an aristocratic residence of this type. "
1052,Tugendhat Villa in Brno,Europe and North America,Czechia,"Lat: 49.20718333, Lon: 16.61605556",2001,0,,,Cultural,0.73,cz,cze," The Tugendhat Villa in Brno, designed by the architect Mies van der Rohe, is an outstanding example of the international style in the modern movement in architecture as it developed in Europe in the 1920s. Its particular value lies in the application of innovative spatial and aesthetic concepts that aim to satisfy new lifestyle needs by taking advantage of the opportunities afforded by modern industrial production. "
1078,Jewish Quarter and St Procopius' Basilica in Třebíč,Europe and North America,Czechia,"Lat: 49.21722222, Lon: 15.87888889",2003,0,,,Cultural,6.55,cz,cze," The ensemble of the Jewish Quarter, the old Jewish cemetery and the Basilica of St Procopius in Třebíč are reminders of the co-existence of Jewish and Christian cultures from the Middle Ages to the 20th century. The Jewish Quarter bears outstanding testimony to the different aspects of the life of this community. St Procopius' Basilica, built as part of the Benedictine monastery in the early 13th century, is a remarkable example of the influence of Western European architectural heritage in this region. "
1589,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,Europe and North America,Czechia,"Lat: 50.05665, Lon: 15.48425833",2019,0,,,Cultural,1310,cz,cze,"Situated in the Střední Polabí area of the Elbe plain, the site consists of flat, sandy soils and includes fields, fenced pastures, a forested area and buildings, all designed with the main objective of breeding and training kladruber horses, a type of draft horse used in ceremonies by the Habsburg imperial court. An imperial stud farm was established in 1579 and has been dedicated to this task since then. It is one of Europe’s leading horse-breeding institutions, developed at a time when horses played vital roles in transport, agriculture, military support and aristocratic representation."
1091,Complex of Koguryo Tombs,Asia and the Pacific,Democratic People's Republic of Korea,"Lat: 38.86305556, Lon: 125.415",2004,0,,,Cultural,232.9,kp,prk," The property includes several group and individual tombs - totalling about 30 individual tombs - from the later period of the Koguryo Kingdom, one of the strongest kingdoms in nowadays northeast China and half of the Korean peninsula between the 3rd century BC to 7th century AD. The tombs, many with beautiful wall paintings, are almost the only remains of this culture. Only about 90 out of more than 10,000 Koguryo tombs discovered in China and Korea so far, have wall paintings. Almost half of these tombs are located on this site and they are thought to have been made for the burial of kings, members of the royal family and the aristocracy. These paintings offer a unique testimony to daily life of this period. "
1278,Historic Monuments and Sites in Kaesong,Asia and the Pacific,Democratic People's Republic of Korea,"Lat: 37.98166667, Lon: 126.5080556",2013,0,,,Cultural,494.2,kp,prk," Situated in Kaesong city, in the south of the country, the site consists of 12 separate components, which together testify to the history and culture of the Koryo Dynasty from the 10th to 14th centuries. The geomantic layout of the former capital city of Kaesong, its palaces, institutions and tomb complex, defensive walls and gates embody the political, cultural, philosophical and spiritual values of a crucial era in the region&rsquo;s history.&nbsp; The monuments inscribed also include an astronomical and meteorological observatory, two schools (including one dedicated to educating national officials) and commemorative steles. The site testifies to the transition from Buddhism to neo-Confucianism in East Asia and to the assimilation of the cultural spiritual and political values of the states that existed prior to Korea&rsquo;s unification under the Koryo Dynasty. The integration of Buddhist, Confucian, Taoist and geomantic concepts is manifest in the planning of the site and the architecture of its monuments. "
63,Virunga National Park,Africa,Democratic Republic of the Congo,"Lat: 0.916666667, Lon: 29.16666667",1979,1,1994,,Natural,800000,cd,cod," Virunga National Park (covering an area of 790,000 ha) comprises an outstanding diversity of habitats, ranging from swamps and steppes to the snowfields of Rwenzori at an altitude of over 5,000 m, and from lava plains to the savannahs on the slopes of volcanoes. Mountain gorillas are found in the park, some 20,000 hippopotamuses live in the rivers and birds from Siberia spend the winter there. "
136,Garamba National Park,Africa,Democratic Republic of the Congo,"Lat: 4.0, Lon: 29.25",1980,1,1996,1992,Natural,500000,cd,cod," The park's immense savannahs, grasslands and woodlands, interspersed with gallery forests along the river banks and the swampy depressions, are home to four large mammals: the elephant, giraffe, hippopotamus and above all the white rhinoceros. Though much larger than the black rhino, it is harmless; only some 30 individuals remain. "
